ID_HDC_G0;QA2_1V;AREA;BBX_LATMN;BBX_LONMN;BBX_LATMX;BBX_LONMX;GCPNT_LAT;GCPNT_LON;CTR_MN_NM;CTR_MN_ISO;XBRDR;XCTR_NBR;XC_NM_LST;XC_ISO_LST;GRGN_L1;GRGN_L2;UC_NM_MN;UC_NM_LST;UC_NM_SRC;H75_NBR;H90_NBR;H00_NBR;H75_AREA
134;1;18;19.41580285;-100.3974569;19.44888683;-100.3187143;19.43096602;-100.3543962;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Zit cuaro;Zit cuaro;GISCO OSM;0;0;1;0
135;1;17;21.13969314;-100.9664393;21.17291767;-100.9004296;21.15361778;-100.9319076;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Dolores Hidalgo;Dolores Hidalgo;GISCO OSM;0;0;1;0
136;1;35;17.5176306;-99.53529799;17.59175906;-99.46994173;17.55045749;-99.5044199;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Chilpancingo;Chilpancingo;GISCO OSM;1;1;1;18
137;1;18;20.89059921;-100.7752287;20.93210388;-100.7058787;20.911351;-100.742294;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;San Miguel de Allende;San Miguel de Allende;GISCO OSM;0;0;0;0
138;1;10;25.74548114;-103.0046065;25.77914954;-102.9574971;25.76063147;-102.9824098;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;San Pedro de las Colonias;San Pedro de las Colonias;GISCO OSM;0;0;0;0
139;1;161;20.51725256;-100.4855774;20.68314119;-100.3124969;20.60134744;-100.4139457;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Quer‚taro;Quer‚taro;GISCO OSM;1;1;1;100
140;1;1885;47.05807979;-122.6335081;48.01458651;-122.0198634;47.49542197;-122.2998149;United States;USA;0;1;United States;USA;Northern America;Northern America;Seattle;Seattle;;;;;
141;1;25;18.32544071;-99.57130295;18.37494455;-99.5065385;18.34903687;-99.53611753;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Iguala;Iguala;GISCO OSM;0;1;1;0
142;1;10;18.53999659;-99.63064927;18.57301428;-99.58939861;18.55650513;-99.61013652;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Taxco;Taxco;GISCO OSM;0;0;0;0
143;1;534;31.53500414;-106.5472169;31.8273932;-106.2249251;31.70384714;-106.3905995;Mexico;MEX;1;2;Mexico;;;;;;;;;;
144;1;166;22.06274558;-101.0509203;22.2209728;-100.8681549;22.15148295;-100.9591934;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;San Luis Potos¡;San Luis Potos¡;GISCO OSM;1;1;1;120
145;1;53;31.80158015;-106.6006003;31.87902748;-106.49594;31.84208675;-106.5494939;United States;USA;0;1;United States;USA;Northern America;Northern America;Sunland Park;Sunland Park;GISCO OSM;0;0;1;0
146;1;374;19.20908587;-99.79897486;19.39099154;-99.4452997;19.29244605;-99.62317247;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Toluca;Toluca;GISCO OSM;1;1;1;93
147;1;40;32.26663485;-106.8204397;32.36147809;-106.7255254;32.31146516;-106.7696567;United States;USA;0;1;United States;USA;Northern America;Northern America;Las Cruces;Las Cruces;GISCO OSM;0;0;0;0
148;1;15;21.28091705;-100.5468295;21.31415369;-100.4807702;21.29448833;-100.5167004;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;San Luis de la Paz;San Luis de la Paz;GISCO OSM;0;0;0;0
149;1;40;31.84460341;-106.4619218;31.9392813;-106.3824473;31.89387436;-106.422866;United States;USA;0;1;United States;USA;Northern America;Northern America;Mountain View;Mountain View;;;;;
150;1;31;20.36801132;-100.013738;20.41775227;-99.93478772;20.38980566;-99.97887196;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;San Juan del R¡o;San Juan del R¡o;GISCO OSM;0;1;1;0
151;1;31;19.15122291;-99.49810016;19.20081925;-99.40091604;19.17668699;-99.45334498;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Capulhuac de Mirafuentes;Capulhuac de Mirafuentes;;;;;
152;1;25;19.38272142;-99.53968067;19.4240736;-99.4371936;19.40273538;-99.48800195;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Xonacatl n;Xonacatl n;;;;;
153;1;207;18.76291345;-99.27990521;18.99420521;-99.10500696;18.89229174;-99.20837773;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Cuernavaca;Cuernavaca;GISCO OSM;1;1;1;99
154;1;2114;19.16775439;-99.37923007;19.73848196;-98.80842472;19.45159047;-99.10560261;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Mexico City;Mexico City;;;;;
155;1;11;17.52586652;-98.60766621;17.55057515;-98.55351606;17.54046692;-98.58137792;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tlapa de Comonfort;Tlapa de Comonfort;GISCO OSM;0;0;0;0
156;1;57;18.77943026;-98.99445781;18.88680461;-98.89939086;18.83615717;-98.94617068;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Cuautla;Cuautla;GISCO OSM;1;1;1;19
157;1;20;20.01999468;-99.36375538;20.07797693;-99.30802055;20.04857062;-99.33656219;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tula de Allende;Tula de Allende;;;;;
158;1;12;19.82126005;-99.2727602;19.8709348;-99.21378859;19.84540676;-99.24140573;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Colonia Santa Teresa;Colonia Santa Teresa;GISCO OSM;0;0;0;0
159;1;31;19.73020505;-99.24398465;19.7964249;-99.14437846;19.7639812;-99.19510459;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Coyotepec;Coyotepec;;;;;
160;1;103;48.40091126;-123.4680375;48.50474371;-123.2715515;48.4509848;-123.3612509;Canada;CAN;0;1;Canada;CAN;Northern America;Northern America;Victoria;Victoria;GISCO OSM;1;1;1;84
161;1;16;19.81298151;-99.22810775;19.85437589;-99.16990024;19.83057362;-99.20069749;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Huehuetoca;Huehuetoca;;;;;
162;1;49;46.55427039;-120.6438672;46.61948059;-120.4653051;46.59105449;-120.5384475;United States;USA;0;1;United States;USA;Northern America;Northern America;Yakima;Yakima;GISCO OSM;0;1;1;0
163;1;17;21.91290826;-100.0322665;21.9545237;-99.96913571;21.9337154;-100.0019274;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Rioverde;Rioverde;;;;;
164;1;20;19.77159123;-99.12604589;19.81298151;-99.05033866;19.79352757;-99.09185789;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Zumpango;Zumpango;GISCO OSM;0;0;0;0
165;1;15;19.01899371;-98.8321562;19.06031102;-98.76713263;19.03249027;-98.79832754;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tepetlixpa;Tepetlixpa;;;;;
166;1;57;43.529827;-116.6406611;43.6120387;-116.5097702;43.57493409;-116.5663472;United States;USA;0;1;United States;USA;Northern America;Northern America;Nampa;Nampa;GISCO OSM;0;0;0;0
167;1;21;19.73848196;-99.03280441;19.78814685;-98.94120906;19.76981745;-98.98357551;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Los Reyes Acozac;Los Reyes Acozac;;;;;
168;1;72;19.44061559;-98.926663;19.57297472;-98.84574448;19.51540722;-98.88482842;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Chiconcuac;Chiconcuac;;;;;
169;1;17;23.63142132;-100.6722574;23.67323678;-100.613041;23.65134452;-100.6431099;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Matehuala;Matehuala;GISCO OSM;0;0;1;0
170;1;25;19.80470312;-99.00014008;19.86265526;-98.93477562;19.83599628;-98.96814386;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tizayuca;Tizayuca;GISCO OSM;0;0;0;0
171;1;260;43.53895957;-116.4676981;43.71257657;-116.1119225;43.61850498;-116.3044203;United States;USA;0;1;United States;USA;Northern America;Northern America;Boise;Boise;;;;;
172;1;17;18.88680461;-98.4695989;18.92810942;-98.40463385;18.90891435;-98.43433416;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Atlixco;Atlixco;;;;;
173;1;52;49.13889281;-124.0689584;49.25278717;-123.9078998;49.19947839;-123.9856086;Canada;CAN;0;1;Canada;CAN;Northern America;Northern America;Nanaimo;Nanaimo;GISCO OSM;0;0;1;0
174;1;14;20.0365602;-98.7998124;20.07797693;-98.74864635;20.05726804;-98.77496732;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Fraccionamientos del Sur;Fraccionamientos del Sur;;;;;
175;1;76;20.05312639;-98.80171687;20.14425237;-98.68503944;20.10032189;-98.73929389;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Pachuca;Pachuca;GISCO OSM;1;1;1;42
176;1;33;19.23388665;-98.49185771;19.31656626;-98.39180308;19.28036066;-98.43779529;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Texmelucan;Texmelucan;;;;;
177;1;428;18.94463243;-98.36301204;19.1429574;-98.01604453;19.04691142;-98.22301187;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Puebla;Puebla;GISCO OSM;1;1;1;227
178;1;143;25.35014703;-101.0484432;25.49308313;-100.8928164;25.42337096;-100.9796813;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Saltillo;Saltillo;GISCO OSM;1;1;1;85
179;1;19;17.7812513;-97.80984903;17.83069664;-97.75093313;17.80575645;-97.77865001;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Huajuapan;Huajuapan;GISCO OSM;0;0;0;0
180;1;105;19.23388665;-98.3191318;19.35791204;-98.14558703;19.30038343;-98.20765874;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tlaxcala;Tlaxcala;GISCO OSM;1;1;1;30
181;1;60;19.13469205;-98.27080433;19.2504213;-98.18856107;19.18938404;-98.22720434;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Zacatelco;Zacatelco;;;;;
182;1;85;46.16361631;-119.2988062;46.25653532;-119.0473705;46.21405863;-119.1575679;United States;USA;0;1;United States;USA;Northern America;Northern America;Kennewick;Kennewick;;;;;
183;1;60;61.16140323;-149.9907149;61.2356659;-149.6907019;61.19923392;-149.8314747;United States;USA;0;1;United States;USA;Northern America;Northern America;Anchorage;Anchorage;GISCO OSM;0;0;0;0
184;1;19;25.50149314;-100.9779003;25.5687813;-100.9196628;25.53934096;-100.9469634;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ramos Arizpe;Ramos Arizpe;GISCO OSM;0;0;0;0
185;1;27;19.39099154;-98.16997633;19.44061559;-98.0975567;19.41564968;-98.13636609;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Apizaco;Apizaco;;;;;
186;1;29;20.04484321;-98.38816621;20.11939782;-98.32345264;20.07983364;-98.35580448;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tulancingo;Tulancingo;GISCO OSM;0;0;1;0
187;1;698;49.10094953;-123.2852458;49.36677869;-122.7187327;49.2292552;-122.9851417;Canada;CAN;0;1;Canada;CAN;Northern America;Northern America;Vancouver;Vancouver;;;;;
188;1;71;26.84159317;-101.4750463;26.95987309;-101.3799263;26.90459458;-101.4317562;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Monclova;Monclova;GISCO OSM;1;1;1;56
189;1;33;21.9545237;-99.0680435;22.02944319;-98.96641064;21.99374735;-99.010853;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ciudad Valles;Ciudad Valles;GISCO OSM;0;1;1;0
190;1;51;48.71264525;-122.5422899;48.7977874;-122.4064325;48.75706462;-122.4845974;United States;USA;0;1;United States;USA;Northern America;Northern America;Bellingham;Bellingham;GISCO OSM;0;0;0;0
191;1;12;19.28349251;-97.94376148;19.33310409;-97.89933172;19.31105379;-97.92017356;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Huamantla;Huamantla;GISCO OSM;0;0;0;0
192;1;137;40.21126738;-111.875623;40.42636087;-111.6173961;40.31560935;-111.7210065;United States;USA;0;1;United States;USA;Northern America;Northern America;Provo;Provo;;;;;
193;1;529;40.49811584;-112.1172994;40.80339598;-111.780814;40.64504711;-111.9172804;United States;USA;0;1;United States;USA;Northern America;Northern America;Salt Lake City;Salt Lake City;;;;;
194;1;36;49.01561629;-122.9013671;49.0724991;-122.7496623;49.04142125;-122.8150515;Canada;CAN;0;1;Canada;CAN;Northern America;Northern America;White Rock;White Rock;GISCO OSM;0;0;1;0
195;1;17;20.15253755;-98.08449553;20.19396597;-98.02223942;20.17471342;-98.05323949;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Huauchinango;Huauchinango;GISCO OSM;0;0;1;0
196;1;446;35.01550711;-106.7639464;35.2774098;-106.4747582;35.12903763;-106.629162;United States;USA;0;1;United States;USA;Northern America;Northern America;Albuquerque;Albuquerque;;;;;
197;1;57;18.4162019;-97.44619941;18.50698134;-97.35087781;18.46101019;-97.39597182;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tehuac n;Tehuac n;GISCO OSM;1;1;1;36
198;1;18;25.7707321;-100.6297765;25.82124015;-100.5632324;25.79551744;-100.5955194;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Garc¡a;Garc¡a;GISCO OSM;0;0;0;0
199;1;41;49.0724991;-122.7822359;49.13889281;-122.6321319;49.10893061;-122.6913885;Canada;CAN;0;1;Canada;CAN;Northern America;Northern America;Langley;Langley;GISCO OSM;0;1;1;0
200;1;667;25.5687813;-100.5234376;25.82965895;-100.068889;25.71167126;-100.2783275;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Monterrey;Monterrey;;;;;
201;1;21;22.7210866;-99.02187839;22.76279392;-98.9507152;22.74630902;-98.98125631;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ciudad Mante;Ciudad Mante;GISCO OSM;0;1;1;0
202;1;120;16.99905162;-96.7876736;17.1471604;-96.66923828;17.06521504;-96.73268271;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Oaxaca;Oaxaca;GISCO OSM;1;1;1;67
203;1;42;40.83934573;-111.948889;40.93824518;-111.8468492;40.8774433;-111.89161;United States;USA;0;1;United States;USA;Northern America;Northern America;Bountiful;Bountiful;;;;;
204;1;33;49.18633702;-122.7131491;49.23379804;-122.5348183;49.21725668;-122.6243462;Canada;CAN;0;1;Canada;CAN;Northern America;Northern America;Maple Ridge;Maple Ridge;GISCO OSM;0;0;1;0
205;1;47;49.02509509;-122.3965341;49.0819819;-122.2225253;49.05222427;-122.3071682;Canada;CAN;0;1;Canada;CAN;Northern America;Northern America;Abbotsford;Abbotsford;GISCO OSM;0;1;1;0
206;1;233;40.96522736;-112.1014001;41.28933674;-111.8709064;41.08220156;-111.9861533;United States;USA;0;1;United States;USA;Northern America;Northern America;Ogden;Ogden;;;;;
207;1;67;18.7876889;-97.20522246;18.89506526;-97.04892237;18.83878495;-97.11916567;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Orizaba;Orizaba;GISCO OSM;1;1;1;27
208;1;65;23.69832849;-99.19740137;23.79034715;-99.09726154;23.73880079;-99.1493435;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ciudad Victoria;Ciudad Victoria;GISCO OSM;1;1;1;44
209;1;19;25.56036949;-100.0339385;25.61084368;-99.97012781;25.58405594;-99.99859326;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Cadereyta Jim‚nez;Cadereyta Jim‚nez;GISCO OSM;0;0;0;0
210;1;18;25.88017654;-100.1930896;25.93912409;-100.1460341;25.90777757;-100.1712392;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;San Luis;San Luis;GISCO OSM;0;0;0;0
211;1;24;19.7964249;-97.41566756;19.84609668;-97.33591504;19.815741;-97.37181501;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Teziutl n;Teziutl n;;;;;
212;1;5;25.87175637;-100.1433834;25.89701756;-100.1025693;25.88270263;-100.1243035;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;General Zuazua;General Zuazua;GISCO OSM;0;0;0;0
213;1;21;24.83778318;-99.58751404;24.88814361;-99.51775794;24.86675946;-99.55739856;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Linares;Linares;;;;;
214;1;50;18.86202359;-97.01658758;18.92810942;-96.88965257;18.89539569;-96.95466533;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;C¢rdoba;C¢rdoba;GISCO OSM;1;1;1;28
215;1;51;20.50066747;-97.49738721;20.58359976;-97.40119496;20.53424485;-97.4493625;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Poza Rica;Poza Rica;GISCO OSM;1;1;1;32
216;1;11;19.44061559;-96.9821112;19.47370151;-96.92731776;19.45527835;-96.95931083;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Coatepec;Coatepec;;;;;
217;1;11;20.43433395;-97.34723197;20.46749934;-97.30243537;20.4475244;-97.32507362;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Papantla de Olarte;Papantla de Olarte;GISCO OSM;0;0;1;0
218;1;78;19.49024543;-96.9672023;19.59779666;-96.83914378;19.53935074;-96.90910069;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Xalapa;Xalapa;GISCO OSM;1;1;1;49
219;1;36;20.9238026;-97.46158057;20.98191527;-97.35786291;20.9544721;-97.41036821;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;T£xpam;T£xpam;GISCO OSM;0;1;1;0
220;1;15;20.04484321;-97.08130252;20.08626077;-97.02626968;20.06665594;-97.05241813;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Mart¡nez de la Torre;Mart¡nez de la Torre;;;;;
221;1;128;22.17932749;-97.92740319;22.35426945;-97.78843294;22.26867547;-97.85524009;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tampico;Tampico;;;;;
222;1;52;22.35426945;-97.9579442;22.42927013;-97.8596332;22.3890435;-97.9104262;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Altamira;Altamira;GISCO OSM;0;0;0;0
223;1;12;18.43270589;-96.37857323;18.46571569;-96.33619041;18.44921048;-96.35737786;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tierra Blanca;Tierra Blanca;GISCO OSM;0;0;0;0
224;1;21;18.06975654;-96.1761857;18.11098626;-96.10132704;18.08919295;-96.13771977;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Tuxtepec;Tuxtepec;GISCO OSM;0;1;1;0
225;1;138;19.10163224;-96.24872786;19.23388665;-96.08148783;19.17410361;-96.16724067;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Veracruz;Veracruz;GISCO OSM;1;1;1;100
226;1;10;19.05204724;-96.17137246;19.10989696;-96.14334434;19.08262399;-96.15795222;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;El Tejar;El Tejar;GISCO OSM;0;0;0;0
227;1;13;16.30846065;-95.26363034;16.34954084;-95.21245735;16.32520833;-95.23577713;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Santo Domingo Tehuantepec;Santo Domingo Tehuantepec;;;;;
228;1;20;16.16881257;-95.23159248;16.22631014;-95.17596849;16.19591777;-95.20092705;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Salina Cruz;Salina Cruz;GISCO OSM;0;0;1;0
229;1;71;39.05945042;-108.6153059;39.1306736;-108.4315612;39.08509017;-108.5256881;United States;USA;0;1;United States;USA;Northern America;Northern America;Grand Junction;Grand Junction;GISCO OSM;0;0;1;0
230;1;40;29.29313403;-101.0123782;29.34426031;-100.8936626;29.31912201;-100.9595182;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Ciudad Acu¤a;Ciudad Acu¤a;GISCO OSM;0;1;1;0
231;1;64;28.66336576;-100.5984781;28.73988196;-100.4571296;28.69896441;-100.5238545;Mexico;MEX;1;2;Mexico;;;;;;;;;;
232;1;13;16.415276;-95.0424436;16.45636478;-95.00149027;16.43581997;-95.02033011;Mexico;MEX;0;1;Mexico;MEX;Latin America and the Caribbean;Central America;Juchit n;Juchit n;GISCO OSM;0;0;1;0
233;1;60;31.8273932;-102.4220252;31.91345641;-102.3056616;31.86669163;-102.3673051;United States;USA;0;1;United States;USA;Northern America;Northern America;Odessa;Odessa;GISCO OSM;0;0;1;0
